tconst	parentTconst	seasonNumber	episodeNumber
tt1014221	tt0850635	1.0	11.0
tt8187396	tt1221817	1.0	9.0
tt16224496	tt16223732	1.0	276.0
tt21256892	tt21243416	4.0	9.0
tt2589986	tt0383792		
tt18271748	tt9510632		
tt29031261	tt1843751	1.0	557.0
tt13765692	tt12424306	1.0	987.0
tt1798976	tt1270710	8.0	5.0
tt18452926	tt0402706	1.0	1517.0
tt12674008	tt12176066	1.0	564.0
tt25642826	tt3014824	1.0	304.0
tt31989817	tt31811424	1.0	10.0
tt3456134	tt2147632	5.0	2.0
tt13705292	tt13702080	1.0	9.0
tt31630650	tt13727806		
tt32047605	tt31918089	1.0	80.0
tt5106478	tt2187358	4.0	8.0
tt2734966	tt2724378	1.0	11.0
tt19777836	tt12723954	2.0	45.0
tt11744986	tt11615082	1.0	484.0
tt13624804	tt4338684		
tt28013675	tt2399993	1.0	476.0
tt2402365	tt0106052	1.0	88.0
tt0677059	tt0118435		
tt15106402	tt0194599	1.0	5007.0
tt5661202	tt0835962	1.0	1457.0
tt14542726	tt12105896	1.0	128.0
tt7358526	tt4493582		
tt8832570	tt0409586	1.0	31.0
tt1909243	tt0318251	38.0	7.0
tt35891846	tt35682577		
tt0857760	tt0059978	1.0	219.0
tt16583910	tt0229908	1.0	7.0
tt0566585	tt0278184	2.0	7.0
tt5278872	tt1022937	9.0	28.0
tt11927536	tt11784978	1.0	755.0
tt10468984	tt9044932	1.0	60.0
tt12018870	tt0372051	1.0	749.0
tt2045239	tt1008891		
tt1186302	tt0154053		
tt31251932	tt31248549	2.0	5.0
tt5038612	tt4979824		
tt14219382	tt10127726	1.0	420.0
tt7353168	tt0047714		
tt3700530	tt2258972	5.0	4.0
tt3068990	tt2827288	1.0	8.0
tt29290950	tt29289194	1.0	11.0
tt27598107	tt27597819		
tt10018910	tt1219300	5.0	77.0
tt19401668	tt19396384	1.0	2.0
tt11034954	tt0759034		
tt1135135	tt0049993	4.0	169.0
tt1383519	tt0479321	29.0	32.0
tt21154852	tt21100386	1.0	3.0
tt7373886	tt1831897	7.0	114.0
tt27207972	tt27095392	1.0	63.0
tt9388594	tt6769314		
tt11180580	tt10306572	1.0	235.0
tt15604170	tt0380100		
tt13751894	tt0364784	2.0	5.0
tt3848410	tt0302141	3.0	3.0
tt23158692	tt4969352	1.0	285.0
tt1870888	tt1842798	1.0	21.0
tt35515238	tt9327660	7.0	26.0
tt2214241	tt0757968	1.0	2.0
tt27620078	tt2340518	1.0	198.0
tt16407424	tt15372880	1.0	124.0
tt13642656	tt13642410	1.0	5.0
tt19751544	tt10369366		
tt27045274	tt11189294	1.0	4.0
tt12353904	tt0353044	1.0	1554.0
tt1272197	tt0171998	1.0	31.0
tt32542893	tt29935367	1.0	132.0
tt6422784	tt2234701		
tt3932804	tt1985601	1.0	3877.0
tt1182746	tt0083504	9.0	69.0
tt33183791	tt13392064	4.0	1027.0
tt10532836	tt0063879	1.0	190.0
tt2106090	tt1737792	1.0	8.0
tt2600388	tt0159881	12.0	222.0
tt11002824	tt0227958		
tt2557918	tt2527184	1.0	3.0
tt30766007	tt11416602	3.0	5.0
tt7376322	tt7178294	1.0	18.0
tt2239783	tt0112071	1.0	6.0
tt31358595	tt0286348		
tt5286554	tt5039096	1.0	79.0
tt6466132	tt5180494	2.0	2.0
tt11663326	tt11657904	3.0	3.0
tt1793609	tt1280729	3.0	2.0
tt0742431	tt0425724	1.0	4.0
tt20752490	tt19638434	1.0	32.0
tt21883686	tt21883128	1.0	208.0
tt4974110	tt4942278	6.0	25.0
tt2290104	tt2277330	1.0	1.0
tt4594840	tt4351710	1.0	4.0
tt35236455	tt2911274	1.0	22.0
tt11739398	tt2976010	4.0	1.0
tt11121202	tt2173020	7.0	29.0
tt21971752	tt0457219		
tt8721372	tt8267080	1.0	17.0
tt10561446	tt8960568	1.0	1738.0
tt8092924	tt0827948	27.0	16.0
tt15323248	tt12618452	1.0	1580.0
tt9158952	tt0262990	62.0	11.0
tt21919096	tt17771322	1.0	178.0
tt2689074	tt1152300		
tt9836914	tt0307837	1.0	357.0
tt11836886	tt0781887	1.0	115.0
tt35683699	tt0199236		
tt31556446	tt4771108	11.0	26.0
tt1292282	tt1170858	3.0	2.0
tt8741076	tt6268308		
tt21029768	tt4280606	8.0	134.0
tt6785710	tt0108977	1.0	5320.0
tt0705833	tt0077082	9.0	5.0
tt15995692	tt15975418		
tt1609013	tt0929359	1.0	2.0
tt7737536	tt1229032		
tt3624658	tt2987760	2.0	27.0
tt19117652	tt13771814	1.0	135.0
tt33257352	tt32590226	1.0	24.0
tt1225330	tt0048845	1.0	13265.0
tt8666932	tt4265410	1.0	54.0
tt35567485	tt14295890	4.0	48.0
tt8021628	tt1807475	1.0	64.0
tt8194398	tt0401958	1.0	69.0
tt3449638	tt3343992	1.0	75.0
tt11757094	tt2053650	1.0	61.0
tt9711996	tt6039060		
tt12370790	tt0115227	4.0	61.0
tt34807676	tt34764835		
tt33050644	tt28492077	1.0	10.0
tt10782282	tt8544402		
tt33669108	tt9488376	2.0	16.0
tt9902188	tt9495410	1.0	172.0
tt13863774	tt9826524	2.0	12.0
tt32567496	tt30523181		
tt15529660	tt0473428	1.0	3224.0
tt0827679	tt0380147	3.0	2.0
tt11316484	tt0787994		
tt4487792	tt2799160	2.0	5.0
tt14361980	tt0364845	18.0	12.0
tt14645790	tt14105290	1.0	355.0
tt29498109	tt10321842	5.0	5.0
tt32561715	tt28521741	1.0	4.0
tt13939256	tt6390034		
tt0641646	tt0061277	7.0	7.0
tt16336898	tt0988827	1.0	8609.0
tt13355246	tt1137429	1.0	139.0
tt31961906	tt0346254		
tt34482882	tt0853076	1.0	4073.0
tt5681010	tt0074077	1.0	22.0
tt34148349	tt34146259		
tt28523549	tt0374888	1.0	8.0
tt21903494	tt21883128	1.0	9908.0
tt7528780	tt6329790	1.0	193.0
tt18308162	tt22409580	1.0	1.0
tt8717180	tt5139360		
tt6890116	tt1752021	15.0	7.0
tt8053198	tt1831947	1.0	35.0
tt10884812	tt10162638	1.0	184.0
tt5750086	tt5452200	10.0	3.0
tt35077529	tt2148152	1.0	24.0
tt7588716	tt7584958	1.0	9.0
tt0897791	tt0391666	1.0	58.0
tt6266034	tt0284798	41.0	19.0
tt16230028	tt0283783	1.0	582.0
tt4735246	tt0328789	1.0	136.0
tt12796826	tt12767320		
tt23460318	tt2148040	17.0	3.0
tt6346198	tt6137286		
tt15841180	tt15836804		
tt3920848	tt0309159		
tt35445392	tt10738442	4.0	10.0
tt0738674	tt0344743	5.0	4.0
tt0915301	tt0062562	7.0	5.0
tt2254329	tt0976063		
tt23637612	tt10558264	1.0	43.0
tt35444089	tt33347749	1.0	4.0
tt9158860	tt9158664	1.0	1.0
tt7740626	tt4322056	3.0	9.0
tt2330567	tt1799485	3.0	10.0
tt3235746	tt0163499	1.0	1268.0
tt11966762	tt8780098	1.0	411.0
tt18411338	tt9168988	7.0	1.0
tt14723184	tt9680176	3.0	70.0
tt1552247	tt0068069	1.0	5459.0
tt8199918	tt0213360	1.0	273.0
tt10495596	tt9483192		
tt33071966	tt33062131	1.0	3635.0
tt1033505	tt0131157	1.0	386.0
tt19224976	tt15552790		
tt27279594	tt5159434		
tt32881372	tt18766910	5.0	19.0
tt5751868	tt3709366	1.0	5.0
tt2673150	tt1882735	5.0	1.0
tt12614192	tt1049302	29.0	9.0
tt8790244	tt10322964		
tt2787190	tt1567432	3.0	4.0
tt0709841	tt0171015	1.0	2.0
tt14535316	tt14294416	1.0	1153.0
tt3624640	tt0086793	1.0	1433.0
tt27996913	tt27991457	1.0	24.0
tt19849004	tt2334429	11.0	12.0
tt3347644	tt0369117	79.0	7.0
tt14377044	tt0409628		
tt32919461	tt33071232		
tt4055708	tt0476926		
tt22980172	tt11867650	1.0	591.0
tt1265343	tt1260966	1.0	3.0
tt11633486	tt10120950	4.0	2.0
tt12349938	tt1820166	17.0	16.0
tt1323178	tt0445113	3.0	13.0
tt15504718	tt1527854	13.0	251.0
tt33603924	tt11548214		
tt10839176	tt0332869		
tt9787376	tt8747458	1.0	549.0
tt13351118	tt5556434	12.0	7.0
tt11657756	tt0853076	1.0	3052.0
tt16293784	tt8483276	9.0	152.0
tt2874862	tt2856366	1.0	9.0
tt8691668	tt6976178	2.0	128.0
tt33813056	tt33809003	2.0	12.0
tt27208109	tt23782844	2.0	2.0
tt12915054	tt9847692	2.0	16.0
tt4948300	tt4925790	1.0	6.0
tt5332912	tt4849240	4.0	47.0
tt33058836	tt33055795		
tt20866276	tt3521406	1.0	7.0
tt33379955	tt33340890	1.0	3661.0
tt10759820	tt10553914	1.0	15.0
tt1987974	tt1981935	1.0	1.0
tt32880354	tt0791391	1.0	7.0
tt14858248	tt0236924	1.0	157.0
tt8849484	tt7999322	2.0	10.0
tt8385846	tt4932954	1.0	115.0
tt14504880	tt14294416	1.0	99.0
tt1090077	tt0413579	1.0	7.0
tt11092680	tt5616388	1.0	23.0
tt31531866	tt0395050		
tt28466947	tt0420462		
tt9031842	tt8609142	1.0	9.0
tt31116531	tt0463802		
tt21075680	tt14157366	1.0	475.0
tt13668216	tt0090493	6.0	62.0
tt3244714	tt2298477	1.0	5.0
tt21931110	tt21480714	1.0	237.0
tt2065636	tt1086386	1.0	3.0
tt28406415	tt11101140		
tt7401986	tt3594220	1.0	4.0
tt1111748	tt0393009	1.0	3.0
tt12022442	tt12015776	1.0	2.0
tt3291862	tt3266588	1.0	6.0
tt8566166	tt1381012	4.0	129.0
tt9890390	tt9879778	1.0	12.0
tt1530714	tt0257301		
tt3465668	tt3463348	1.0	4.0
tt18568280	tt18566544	1.0	10.0
tt7192288	tt6789120	4.0	18.0
tt18214268	tt1653971	1.0	82.0
tt11111570	tt3430936	1.0	362.0
tt5951480	tt4712170	1.0	1.0
tt17524196	tt0363402	1.0	9049.0
tt30345010	tt0167716	1.0	10.0
tt4294144	tt1752508		
tt9365282	tt3914874	1.0	22.0
tt3638286	tt1909015	4.0	11.0
tt26279158	tt25041754	1.0	97.0
tt8740166	tt0209687	1.0	73.0
tt5450406	tt0278212	1.0	311.0
tt15210766	tt15170390	1.0	17.0
tt9683012	tt7624596	1.0	589.0
tt22096576	tt19414524	1.0	13.0
tt28807375	tt16452022	1.0	51.0
tt8515894	tt0298630	1.0	34.0
tt20835542	tt13085534	1.0	509.0
tt10096176	tt9816090	1.0	4.0
tt4926926	tt0424586		
tt30007861	tt1745739	24.0	17.0
tt13501948	tt0088550	1.0	2196.0
tt10002330	tt4841390	11.0	4.0
tt28618177	tt11101140		
tt27699353	tt27697220		
tt23745718	tt15469110	4.0	12.0
tt25400140	tt9483160		
tt1886950	tt0870872	5.0	116.0
tt18254552	tt0320828	1.0	298.0
tt16897958	tt16375896	1.0	2.0
tt10837492	tt1041672	6.0	31.0
tt6065578	tt0452563	1.0	16.0
tt21431204	tt12343748	1.0	11.0
tt28857495	tt27859014	1.0	4.0
tt7121974	tt6977714	1.0	2.0
tt10325028	tt0473580	1.0	380.0
tt3120692	tt2758994	1.0	3.0
tt2664510	tt0379623	10.0	101.0
tt0645719	tt0045414	2.0	12.0
tt1563332	tt0144050	7.0	11.0
tt14192756	tt10127726	1.0	95.0
tt2329043	tt0168296	2.0	10.0
tt2734374	tt1420820	1.0	5.0
tt32494922	tt32440161	1.0	11.0
tt1154455	tt0088580	1.0	5015.0
tt7302714	tt0245641	1.0	68.0
tt13946244	tt2235082	1.0	3611.0
tt8335128	tt0284723	1.0	106.0
tt0985724	tt0977907	1.0	13.0
tt11643666	tt7938046	1.0	248.0
tt27003754	tt26966469	1.0	3.0
tt35295161	tt35292546		
tt4257642	tt0371478		
tt8442956	tt0421463	15.0	25.0
tt33054812	tt22375838	4.0	3.0
tt1573566	tt0185049		
tt14133612	tt14128728	1.0	9.0
tt25155046	tt0250875	14.0	21.0
tt1345155	tt0295794	1.0	16.0
tt15816686	tt11274898		
tt9736792	tt0335774	11.0	29.0
tt10826250	tt10462996	1.0	13.0
tt35397465	tt1365552		
tt10860992	tt0463822		
tt1284920	tt0920525	1.0	1.0
tt8614120	tt0181261	30.0	72.0
tt9480878	tt0072518	2.0	6.0
tt0750866	tt0315727		
tt3968992	tt0442716	1.0	10.0
tt2272411	tt0870876	8.0	11.0
tt10275540	tt7412174		
tt27673310	tt1056536	9.0	1.0
tt14588636	tt7640226	1.0	97.0
tt4889402	tt4870996	1.0	14.0
tt9486716	tt0299353	1.0	46.0
tt1643864	tt1464382	1.0	193.0
tt5010572	tt3949900	1.0	924.0
tt1523659	tt0464852		
tt9404960	tt0199191	11.0	8.0
tt13202778	tt0108821	5.0	167.0
tt7841284	tt0939787		
tt21152576	tt0366019		
tt31188303	tt30396939	1.0	1.0
tt1840674	tt1520605	2.0	6.0
tt9708234	tt9707676	1.0	5.0
tt15628844	tt12164062		
tt31512772	tt31512146	1.0	3.0
tt5777532	tt3608508		
tt28663970	tt22375838	5.0	7.0
tt21269880	tt0880583	1.0	210.0
tt19143044	tt0192897	15.0	16.0
tt7953392	tt7948754	5.0	2.0
tt13751258	tt13743918	1.0	1.0
tt27572603	tt10128098	1.0	1249.0
tt28648457	tt26474897	1.0	29.0
tt18502492	tt18481174	4.0	10.0
tt4269358	tt0341193	16.0	37.0
tt27817102	tt27487397	1.0	7.0
tt21214020	tt1863662	1.0	422.0
tt8474924	tt8388138	1.0	116.0
tt0320508	tt0388574		
tt12640242	tt12263610	1.0	129.0
tt33580629	tt33576157	1.0	92.0
tt11174542	tt10334468	1.0	342.0
tt2351003	tt0371487		
tt19655916	tt13491900	3.0	13.0
tt21089692	tt1863662	1.0	84.0
tt2343600	tt1765083	4.0	4.0
tt2469276	tt2450320	1.0	1.0
tt10006604	tt4745726	3.0	26.0
tt12789032	tt2468750	7.0	8.0
tt32272743	tt30221707	1.0	452.0
tt1311764	tt0498878	1.0	758.0
tt24427402	tt0319940	3.0	224.0
tt3151410	tt0096597	6.0	34.0
tt1311458	tt0069608	2.0	108.0
tt19117150	tt15275920	1.0	5004.0
tt8058588	tt3649804	1.0	4.0
tt10551724	tt0224844	1.0	78.0
tt18359724	tt0118366	1.0	147.0
tt26899780	tt0225805	1.0	76.0
tt6681714	tt6444834		
tt5230464	tt4304908	1.0	67.0
tt24511312	tt21357702	1.0	133.0
tt11572252	tt11125462		
tt13059620	tt10196152	1.0	551.0
tt14373670	tt6577706	1.0	425.0
tt32431405	tt29153100	1.0	5.0
tt12359574	tt0959425	3.0	59.0
tt7252180	tt1020929	25.0	24.0
tt12101504	tt12092480	1.0	275.0
tt8495416	tt8494990	3.0	8.0
tt8699026	tt8262846	2.0	39.0
tt7951206	tt7456390	1.0	10.0
tt12184834	tt1836386	1.0	529.0
tt30263203	tt30254746	1.0	1442.0
tt2315880	tt1859289	1.0	15.0
tt3978686	tt3007892	3.0	60.0
tt15304112	tt9165176	1.0	56.0
tt23409014	tt22564776	1.0	56.0
tt4253090	tt3499856	3.0	235.0
tt23552744	tt0880996		
tt10623218	tt7736544	2.0	9.0
tt21275982	tt5602308	3.0	7.0
tt1450201	tt0055682	1.0	17.0
tt7780720	tt0401928	1.0	54.0
tt15765182	tt13763690	2.0	60.0
tt7137208	tt6541348	1.0	18.0
tt2256160	tt2181462	1.0	262.0
tt7496484	tt0480089	3.0	9.0
tt13128898	tt7989888		
tt30226696	tt30221707	1.0	82.0
tt27527502	tt2810310		
tt32743281	tt12226696	93.0	354.0
tt8273010	tt6611034	10.0	26.0
tt3519384	tt2380710	2.0	99.0
tt14801638	tt12975008	1.0	885.0
tt3904084	tt3515512	1.0	2.0
tt4959744	tt4945432		
tt18565886	tt4653374		
tt11644114	tt11640164	1.0	2.0
tt4707200	tt4702408	1.0	2.0
tt1149487	tt0454730		
tt33402827	tt3014552		
tt13747966	tt0058796	1.0	8379.0
tt7961556	tt7956684	1.0	3.0
tt11566468	tt10950066	6.0	6.0
tt1532783	tt0066630	1.0	23.0
tt12474674	tt0445120	4.0	117.0
tt7731208	tt0400992	1.0	258.0
tt26035800	tt3476524	49.0	9.0
tt12889520	tt1367726	1.0	283.0
tt4172926	tt3106642	1.0	1.0
tt9406390	tt7416050	1.0	42.0
tt11547256	tt11489096	1.0	15.0
tt16419174	tt13300018	1.0	279.0
tt11644946	tt11605138		
tt13282080	tt7520732	1.0	26.0
tt29028214	tt5297548	4.0	8.0
tt8470390	tt0407424	22.0	102.0
tt1042802	tt0466622	3.0	10.0
tt12747276	tt12504168	1.0	19.0
tt3895268	tt3886214	1.0	4.0
tt18552584	tt0344642	1.0	1356.0
tt12711330	tt10813826	1.0	124.0
tt5449756	tt4799472		
tt35291820	tt1421722		
tt5282286	tt1877368	6.0	3.0
tt8423536	tt0209683	1.0	115.0
tt4686638	tt0195447	6.0	15.0
tt4393838	tt3504148	1.0	23.0
tt7978994	tt0429345		
tt26928868	tt26923355	6.0	35.0
tt6299344	tt5466656	2.0	2.0
tt26600153	tt0344757		
tt11771798	tt11753728	4.0	19.0
tt34193858	tt30457355	1.0	711.0
tt31959623	tt30580009	1.0	552.0
tt10961620	tt1034915	1.0	169.0
tt34423466	tt0068120	53.0	32.0
tt34386388	tt16164394		
tt20724584	tt0862592		
tt14929512	tt14857000	1.0	4.0
tt6718486	tt0461444	1.0	88.0
tt14943136	tt14352770		
tt11038112	tt0407411	5.0	617.0
tt5318704	tt0068114	1.0	369.0
tt4845206	tt1981558	5.0	3.0
tt32214158	tt12790734		
tt32189769	tt9520740	1.0	45.0
tt31921687	tt22325164	1.0	324.0
tt35050091	tt2337246	1.0	103.0
tt26772211	tt0409628		
tt11893160	tt2243101		
tt0753396	tt0129723	9.0	2.0
tt12001040	tt0162076	25.0	176.0
tt2655432	tt2637140	1.0	2.0
tt6119572	tt0058796	1.0	3893.0
tt3843914	tt0283172	18.0	19.0
tt1031782	tt0419326	4.0	6.0
tt31924026	tt31923432	1.0	44.0
tt18397950	tt14571682	1.0	189.0
tt14140228	tt2364308	1.0	1766.0
tt6867176	tt6813848	1.0	885.0
tt7495084	tt3827800	1.0	159.0
tt27720093	tt0804084		
tt13340648	tt11347114	2.0	4.0
tt33080152	tt33062164	1.0	4427.0
tt9691366	tt9686454	1.0	3.0
tt30248671	tt0112044	1.0	133.0
tt10803216	tt2288243	1.0	661.0
tt0934055	tt0270118	1.0	1.0
tt14878218	tt0236924	1.0	813.0
tt2940922	tt1423653	5.0	77.0
tt13184150	tt0120986	2.0	239.0
tt6379164	tt4267270		
tt3906716	tt3681794	1.0	1.0
tt7587064	tt0366345	1.0	17.0
tt1622671	tt1170040	2.0	8.0
tt16745000	tt0166064	15.0	9.0
tt27713141	tt1226714	1.0	1.0
tt25178420	tt11052120	1.0	13.0
tt9738338	tt5973002		
tt0899760	tt0486232	1.0	16.0
tt16258462	tt15417956		
tt17220094	tt17042966	1.0	6.0
tt23732104	tt7124904	6.0	58.0
tt11142196	tt11090888	1.0	14.0
tt22095756	tt2000287	1.0	76.0
tt14233084	tt2364308	1.0	2175.0
tt20826484	tt1556772	1.0	51.0
tt10138240	tt8661502	1.0	94.0
tt7849144	tt6334434		
tt0695705	tt0043228	8.0	10.0
tt10632966	tt0046667	1.0	338.0
tt6612588	tt5097258	8.0	4.0
tt22445476	tt1360087	1.0	2719.0
tt13578802	tt0275133	1.0	1254.0
tt8018330	tt1925784	1.0	44.0
tt11082358	tt11080826	1.0	4.0
tt27517477	tt7106736		
tt10188650	tt8174972		
tt34737476	tt27829720	1.0	826.0
tt1104970	tt0103428	1.0	70.0
tt7309176	tt6341900	3.0	216.0
tt6116994	tt2073386	1.0	246.0
tt32793215	tt19512122	2.0	10.0
tt7635974	tt1457729	1.0	20.0
tt1876497	tt5117114		
tt16540204	tt0434733	1.0	2028.0
tt9148830	tt0431533	1.0	4.0
tt23383386	tt23318830		
tt0869493	tt0426814	1.0	12.0
tt32873759	tt32856885	1.0	600.0
tt12277264	tt3550682	1.0	342.0
tt12308242	tt11661480	1.0	23.0
tt6778378	tt0764947	11.0	3.0
tt7835704	tt2832790	1.0	91.0
tt14195312	tt2089405		
tt14552628	tt14375356	1.0	33.0
tt22088018	tt22083550	1.0	96.0
tt16528714	tt0392976	1.0	2.0
tt3719010	tt2341427	2.0	15.0
tt33500595	tt33482802	1.0	1474.0
tt3032910	tt3013722	1.0	8.0
tt8239226	tt0326710	1.0	138.0
tt21889596	tt21883128	1.0	3063.0
tt3153432	tt0964948		
tt1532138	tt1481093	1.0	17.0
tt26493084	tt6010708	9.0	60.0
tt8582860	tt0161203	1.0	120.0
tt23050896	tt7331900	1.0	453.0
tt21247340	tt14555636		
tt32288697	tt16636212	3.0	14.0
tt11478198	tt11474562	1.0	3.0
tt1468806	tt0279600	9.0	3.0
tt16440748	tt13794010	1.0	480.0
tt11926158	tt10270950	1.0	484.0
tt1384661	tt0051276	1.0	4.0
tt8252310	tt1220481	1.0	99.0
tt23983706	tt0266153	1.0	133.0
tt12831060	tt11905274	6.0	92.0
tt9799852	tt5102168		
tt1839826	tt0198099	2.0	5.0
tt15781232	tt11349960	1.0	427.0
tt30689725	tt30488501	1.0	1152.0
tt13008962	tt4493582		
tt8587202	tt0155443	1.0	66.0
tt13489562	tt13484062	1.0	3.0
tt1272421	tt0864307	4.0	24.0
tt1975492	tt0094481	1.0	636.0
tt18227592	tt11827352		
tt4888246	tt4396862	1.0	10.0
tt17807666	tt2113273	1.0	1054.0
tt14511584	tt8806156	1.0	354.0
tt30004200	tt23793628	2.0	4.0
tt23059014	tt11604390	2.0	1.0
tt21847148	tt21844346	1.0	5.0
tt35635469	tt35572095	1.0	22.0
tt22794016	tt22696252		
tt15354088	tt0162076	4.0	203.0
tt8766898	tt5028636	4.0	13.0
tt5695466	tt5478804	1.0	124.0
tt0866858	tt0124955	3.0	24.0
tt21936770	tt6297952	9.0	9.0
tt3457120	tt3228960		
tt34380798	tt29893969	1.0	33.0
tt2680558	tt1152300		
tt29880031	tt29313472	1.0	12.0
tt1506693	tt1500570		
tt1295649	tt1045793	3.0	3.0
tt13277924	tt0065335	1.0	491.0
tt7881516	tt7866990		
tt2386655	tt2372755	1.0	39.0
tt1800603	tt1789533	1.0	2.0
tt7345752	tt1934806	1.0	433.0
tt6255580	tt1442550	8.0	8.0
tt16112464	tt0862592		
tt11252820	tt11252750	1.0	1.0
tt10428608	tt0493184		
tt34272584	tt30761863	1.0	166.0
tt32222664	tt32188757	1.0	262.0
tt2281959	tt0482346		
tt33039757	tt32780088		
tt0765695	tt0396330	1.0	8.0
tt22302200	tt15346198	1.0	344.0
tt33204052	tt21618312	1.0	2.0
tt32338364	tt32332138	3.0	4.0
tt21259768	tt0284767	1.0	1952.0
tt1324753	tt0352110	8.0	4.0
tt6254130	tt0229155	1.0	4.0
tt31956343	tt13767322	3.0	81.0
tt9704882	tt5733018	1.0	31.0
tt10536018	tt10521432	1.0	25.0
tt6230298	tt0883734	1.0	4.0
tt29512725	tt27713523	1.0	228.0
tt14364328	tt13914146	1.0	7.0
tt1946887	tt0463816		
tt9699972	tt0433735	6.0	7.0
tt19399948	tt13409050		
tt32849193	tt32848877	1.0	10.0
tt6192240	tt4902874	3.0	23.0
tt2737478	tt2726396	1.0	63.0
tt12522420	tt0254031	2.0	191.0
tt1732204	tt1500550	1.0	159.0
tt3869848	tt1360087	1.0	20.0
tt3382534	tt2234701		
tt11733426	tt11727976	1.0	1.0
tt1019715	tt0106090		
tt32084436	tt14548734		
tt8076074	tt0085796	1.0	4.0
tt34991805	tt34991539	1.0	2.0
tt8986256	tt4719744	7.0	2.0
tt6974800	tt4711266	3.0	118.0
tt14332734	tt8409970	1.0	6.0
tt13588044	tt1861510	7.0	5.0
tt7003058	tt6972698		
tt5668306	tt4362342	2.0	15.0
tt0796522	tt0063948	3.0	4.0
tt3758778	tt0144724	21.0	21.0
tt5058698	tt2187358	2.0	3.0
tt0552644	tt0115147	4.0	60.0
tt2136308	tt2084665	1.0	11.0
tt4903988	tt4876580	1.0	182.0
tt4954382	tt4926002	3.0	37.0
tt8111772	tt5247622	1.0	59.0
tt1113430	tt0337551	1.0	1.0
tt6438784	tt6407526	1.0	12.0
tt29275750	tt0312188	1.0	203.0
tt3886468	tt1725140	6.0	82.0
tt18973944	tt18363546	1.0	32.0
tt7179676	tt0127991	1.0	141.0
tt35293994	tt35292546		
tt11517468	tt4799472		
tt5414312	tt0283794	1.0	7432.0
tt1224300	tt0072559	1.0	389.0
tt12472596	tt6117676		
tt8189160	tt0121961	2.0	18.0
tt17061778	tt17057076	1.0	16.0
tt8173154	tt0470108	1.0	172.0
tt10183352	tt5281914	9.0	23.0
tt26595889	tt6393206	1.0	315.0
tt10911136	tt0241108		
tt2038532	tt0376378		
tt27722085	tt0273331	6.0	87.0
tt28940592	tt0163958	1.0	261.0
tt13947024	tt2235082	1.0	2997.0
tt16528980	tt8031636	1.0	4.0
tt14050452	tt14049352		
tt7668234	tt7584958	1.0	18.0
tt30819996	tt30819963	1.0	3.0
tt12361630	tt12349846	6.0	5.0
tt31490572	tt2968732	1.0	42.0
tt7842624	tt7194308		
tt33049461	tt28810578	1.0	8.0
tt22791304	tt11590094	1.0	26.0
tt7622996	tt0211768	1.0	17.0
tt11188694	tt7353808		
tt2642220	tt1525927	2.0	8.0
tt15708772	tt13357878		
tt4341464	tt4016032		
tt13604804	tt7390596		
tt15816574	tt13433440		
tt19862770	tt0848960	1.0	13.0
tt2932408	tt0108979	1.0	4314.0
tt10538874	tt9018822	1.0	1.0
tt10244594	tt1144839		
tt15087818	tt14979060	1.0	368.0
tt1499857	tt0136668		
tt10891788	tt0959790		
tt4362264	tt0270764	24.0	84.0
tt15714312	tt15274706	1.0	30.0
tt9783500	tt0429291		
tt0824529	tt0429336	2.0	4.0
tt8506786	tt7094632	1.0	50.0
tt30486880	tt27113661	1.0	279.0
tt10903282	tt8633432	1.0	295.0
tt21115598	tt20517182	2.0	15.0
tt1711871	tt0155446	7.0	8.0
tt33481437	tt33480210	2.0	3.0
tt16608376	tt0267207	27.0	25.0
tt31116979	tt1921518	5.0	143.0
tt11463004	tt10162346	1.0	86.0
tt1066892	tt0423713	3.0	237.0
tt14485634	tt9170526	1.0	66.0
tt1248515	tt0108757	15.0	19.0
tt3690406	tt0167515		
tt6718250	tt0363327	1.0	118.0
tt1844130	tt1587694	1.0	10.0
tt6199200	tt0055708	29.0	43.0
tt9626980	tt0986151		
tt10689866	tt0283778	1.0	14.0
tt1084588	tt0050063	4.0	1.0
tt9689462	tt0835962	1.0	3114.0
tt0644220	tt0065316	1.0	10.0
tt10356868	tt0242750	9.0	157.0
tt32313272	tt0209620	1.0	24.0
tt8857184	tt8304664		
tt2348561	tt0318224	23.0	13.0
tt28291787	tt0205690	1.0	9.0
tt11457740	tt9480752	10.0	46.0
tt7415086	tt7380262	2.0	134.0
tt1617906	tt0155429	1.0	146.0
tt7367508	tt5321476	1.0	15.0
tt0595478	tt0302113	4.0	2.0
tt33042457	tt29552470		
tt34196210	tt18069512	6.0	30.0
tt29440035	tt1981471	15.0	31.0
tt12953806	tt2311962	3.0	1.0
tt14329360	tt12026652	2.0	10.0
tt2449026	tt1132290	4.0	13.0
tt9670380	tt0289801		
tt16411320	tt16409704	1.0	8.0
tt10748868	tt10405150	1.0	865.0
tt4557854	tt3097772	1.0	145.0
tt13813604	tt8443652	1.0	1.0
tt0992193	tt0429384	3.0	6.0
tt19863454	tt12116546	1.0	12.0
tt33041866	tt14074568	5.0	9.0
tt21107578	tt12100156	1.0	744.0
tt10019328	tt9759828	1.0	24.0
tt7949804	tt4612374		
tt1576297	tt0068120	19.0	86.0
tt12330304	tt12272750		
tt3023460	tt3017980		
tt0966979	tt0045410	1.0	2.0
tt13311744	tt0046652	1.0	6.0
tt11709096	tt6669116		
